smile,classe
CC(C)=CCC\C(C)=C\Cc1c(O)c(CC=C(C)C)c(O)c2c1oc1ccc(O)cc1c2=O,CHEBI_35610
O[C@@H]([C@H]1COC(=O)[C@@H]1Cc1ccc2OCOc2c1)c1ccc2OCOc2c1,CHEBI_76924
Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O)[C@@H](O)[C@H]2O)c(=O)n1,CHEBI_77746
[N+]([O-])(=O)C=1C2=CC=3CN4C(C=5COC([C@](C5C=C4C3N=C2C=CC1)(O)CC)=O)=O,CHEBI_35610
O=C(NCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](N)CC2=CC=C(O)C=C2,CHEBI_25676
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CHEBI_35610
COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21,CHEBI_35610
[H][C@]12[C@H](C)\C(O[C@]11CCC[N+]3([O-])CCC[C@@H](O1)[C@@]23[H])=C1OC(=O)C(C)=C\1OC,CHEBI_25212
Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1,CHEBI_35610
O=C(N1[C@H](CCC1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CO)CC(=O)N,CHEBI_16670
COc1cc(\C=C\C(=O)C(=Cc2ccc3C(=O)N(C4CCC(=O)NC4=O)C(=O)c3c2)C(=O)\C=C\c2ccc(O)c(OC)c2)ccc1O,CHEBI_35610
Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1O,CHEBI_77746
[Br-].C1=CC=CC2=C1C(C=3N(C(=[N+](C3C2=O)CC=4N=CC=NC4)C)CCOC)=O,CHEBI_35610
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)[C@H](CC)C,CHEBI_16670
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)O,CHEBI_75771
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)[C@H](O)C)CC1=CC=C(O)C=C1,CHEBI_16670
[H][C@@]12C[C@@H](OC(C)=O)[C@]3(C)[C@]([H])(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)c3ccoc3)[C@@]1(C)C=CC(=O)C2(C)C,CHEBI_76924
OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O,CHEBI_35610
[H][C@@]12Cc3c[nH]c4cccc(c34)[C@@]1([H])[C@@H](O)[C@@H](C)CN2C,CHEBI_25212
c1[nH+][nH]c2ccccc12.Cl[Ru-3](Cl)(Cl)(Cl)([n+]1cc2ccccc2[nH]1)[n+]1cc2ccccc2[nH]1,CHEBI_35610
S(CC[C@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@@H](N)CC(=O)N)C(O)=O)C,CHEBI_16670
C1[C@H](O)C([C@@]2(CC[C@@]3([C@](CC=C4[C@]3(CC[C@@]5([C@]4(C[C@@](C[C@@H]5O)(C(O)=O)C)[H])C)C)([C@]2(C1)C)[H])C)[H])(C)C,CHEBI_76924
C[C@H](O)C#CC#CC#CC#CCCCCCCCC(O)=O,CHEBI_35610
COc1c(C)c(CCCCCCCCCCSC(C)=O)oc(=O)c1OC,CHEBI_35610
COC1=CC(=O)C2(OC2C1=O)C(C)C(O)c1ccc(OC)c(O)c1,CHEBI_25212
COC(=O)\C=C\C(=O)NCC(N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,CHEBI_25212
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CC(=O)N,CHEBI_25676
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC3=CC=CC=C3)CC(O)=O,CHEBI_25676
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)C,CHEBI_25676
CCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,CHEBI_77746
[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])C(=O)C[C@@]1(C)[C@@]2([H])CC[C@]1(O)C(=O)CO,CHEBI_35610
O[C@@H](CC(O)=O)C(O)=O.COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3)c2cc1OC,CHEBI_35610
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C,CHEBI_25676
[Cl-].COC(=O)CCC(=O)C[NH3+],CHEBI_35610
COC(=O)[C@@]12C(=C)[C@@](C)(C[C@H]3C(C)=C4CC(=O)OC(C)(C)C4=CC[C@]13C)C(=O)[C@](C)(O)C2=O,CHEBI_35610
CC(O)C(C)=O,CHEBI_25212
CC1=CCC[C@H]2[C@@]1(C)[C@@H](O)[C@H](O)[C@]1(C)O[C@@]3(COC(=O)C3)C[C@H](OC(=O)c3cccnc3)[C@]21C,CHEBI_76924
NC1CCCCC1,CHEBI_75771
NCCCC(N)C(O)=O,CHEBI_77746
[H]C(=O)c1[nH]c(Cc2[nH]c3\C([C@@H](C(=O)OC)C(=O)c3c2C)=C2/N=C(CC3NC(=O)C(C=C)=C3C)[C@@H](C)[C@@H]2CCC(O)=O)c(CC)c1C,CHEBI_76924
C1=C(C(C)C)C(=CC2=C1C(C[C@@]3([C@@]2(CCCC3(C)C)C)[H])=O)O,CHEBI_76924
O[C@@H]([C@H](N)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(O)=O)C,CHEBI_25676
[NH3+]CCS,CHEBI_77746
COc1cc(ccc1O)C1CC(=O)c2ccc(O)c(OC)c2O1,CHEBI_25212
C(=O)([C@H](CCC(=O)N[C@@H](C(C)C)C(=O)[O-])[NH3+])[O-],CHEBI_77746
[H][C@@](COC([*])=O)(COP([O-])(=O)OCC[N+](C)(C)C)OC([*])=O,CHEBI_25212
C(CCCCCCCCCC)CCCCC(OCCCC)=O,CHEBI_76924
[H]C(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O,CHEBI_77746
OC[C@H](NC(=O)CN)C(=O)N[C@@H](CO)C(O)=O,CHEBI_25676
Cc1cc(O)c2C(=O)c3c(O)cc([O-])cc3C(=O)c2c1,CHEBI_76924
O=C(N[C@@H](CO)C(=O)N[C@@H](C)C(O)=O)[C@H]1NCCC1,CHEBI_16670
[C@@H](COC(=O)*)(COP(OCCN)(=O)O)OC(=O)*,CHEBI_75771
C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O,CHEBI_25212
N(CCCCCN)C(=O)C,CHEBI_77746
CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,CHEBI_76924
[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,CHEBI_77746
O[C@@H](CCCCCCCCCCC\C=C/CCCCCCCCC\C=C\[C@@H](O)C#C)\C=C/C#C,CHEBI_35610
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CCCCN,CHEBI_25676
O=C(N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(O)=O)[C@@H](N)C(C)C,CHEBI_16670
O=C(N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=CC=C1)CC=2C=3C(NC2)=CC=CC3,CHEBI_25676
C1=CC=C2C(=C1)C3=CC=CC=C3S2=O,CHEBI_25212
COc1cc(CC(O)=O)ccc1O,CHEBI_75771
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=1NC=NC1)CCCCN,CHEBI_16670
NC(CC(=O)c1ccccc1N)C(O)=O,CHEBI_77746
C=1(C(=C(CC=2C(C(=CC(C2)=O)OC)=O)C=C(C)C1)C(OC)=O)O,CHEBI_35610
[H][C@@]12[C@]3(C)CCC[C@]1(C)c1cc4C(=O)C=C(OC)C(=O)c4cc1C(=O)[C@]2(O)OC3,CHEBI_25212
NCCOP(O)(=O)OC[C@H](NC([*])=O)[C@H](O)[*],CHEBI_25212
[H][C@]12C[C@@]34SS[C@]5(C[C@]6([H])[C@@H](O)CC[C@H](O)[C@@]6([H])N5C3=O)C(=O)N4[C@]1([H])[C@@H](O)CC[C@@H]2O,CHEBI_35610
SC[C@H](NC(=O)[C@@H](N)CCC(=O)N)C(=O)NCC(O)=O,CHEBI_25676
O=C(N[C@@H](CC=1NC=NC1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)[C@H]2NCCC2,CHEBI_25676
COC(=O)CC[C@H](N(C)C(=O)c1cc2c3ccccc3[nH]c2c(n1)C(C)=O)C(O)=O,CHEBI_25212
Oc1cccc2\C(OC(=O)c12)=C\c1ccc(O)c(O)c1,CHEBI_76924
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)C)C)C(O)=O)C,CHEBI_25676
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)C,CHEBI_25676
NC(N)=NCCCCCCCN,CHEBI_35610
C\C=C(\C)C(=O)O[C@H](COc1c2ccoc2cc2oc(=O)ccc12)C(C)(C)O,CHEBI_25212
[C@H]1([C@H]([C@@H](O)[C@@H](O1)*)O)COP(OP(OP(=O)(O)O)(=O)O)(=O)O,CHEBI_75771
C=1C=C(C=CC1C(=C2SC(NC2=O)=S)[H])CC,CHEBI_35610
CC(C)=CCc1c(O)cc2Oc3c(C=O)c(O)c(Cl)c(C)c3C(=O)Oc2c1C,CHEBI_35610
S(CC[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(O)=O)C,CHEBI_16670
[H]C(C)=C([H])C#C,CHEBI_77746
C\C=C(/C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,CHEBI_77746
COc1cc(O)c([C@H](\C=C\C[C@@H](O)CCc2ccccc2)c2ccc(O)cc2)c(O)c1C(=O)\C=C\c1ccccc1,CHEBI_25212
N[C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(O)=O)C(O)=O,CHEBI_75771
[H][C@@]1([C@@H](C)CC)N(C)c2ccc(c3[nH]cc(C[C@@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)NC1=O)c23)C(C)(C)C=C,CHEBI_25212
O=C(N[C@@H](C(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CO)CCCCN,CHEBI_16670
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CC=1C=2C(NC1)=CC=CC2,CHEBI_16670
[H][C@]12C=C(C)C[C@@]3(Oc4ccc(O)cc14)C(=O)C=CC(=O)[C@]23CC=C(C)C,CHEBI_25212
COc1cc(O)c2c(c1)oc(cc2=O)-c1ccccc1,CHEBI_35610
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)C)CC(C)C,CHEBI_25676
[C@@H](COC(=O)*)(COP(OCC[N+](C)(C)C)(=O)[O-])OC(=O)*,CHEBI_75771
OC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)C)CC(C)C,CHEBI_25676
O=C(N[C@@H](CC=1NC=NC1)C(=O)N[C@@H](CC=2NC=NC2)C(O)=O)[C@@H](N)CC(C)C,CHEBI_25676
C[C@@H]1CC(=O)C=C(CO)[C@]11CC[C@H](C1)C(C)=C,CHEBI_76924
C(=C(CCC=C(C)C)C)C=O,CHEBI_25212
CC(C)CCC(=O)NCC(=O)c1ccc(O)cc1,CHEBI_25212
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=3NC=NC3)CCC(=O)N,CHEBI_16670
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=3NC=NC3)CC4=CC=C(O)C=C4,CHEBI_16670
[H][C@]12CCN3C(=O)[C@@]([H])(C(=O)[C@H]4[C@@H](C)C=C[C@@]5(C)CCCC[C@]45C)[C@]([H])(OC1=O)[C@]23O,CHEBI_35610
[H]C(=O)N1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2nc(N)[nH]c(=O)c12,CHEBI_35610
[H][C@@]12COc3cc(OC)c(OC)cc3[C@]1(O)C(=O)c1c(O)cc3OC(C)(C)C(O)C(OC)c3c1O2,CHEBI_35610
O([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C2OC3=CC(=CC=C3NC2=O)OC,CHEBI_75771
O=C(N[C@@H](CO)C(O)=O)[C@@H](NC(=O)CN)C,CHEBI_25676
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)CN)CC(O)=O,CHEBI_25676
[H][C@@]12Cc3cc(O)c(OC)cc3-c3c(OC)c(O)cc(CCN1C(=O)OC)c23,CHEBI_76924
O=C(NCC(O)=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)CCC(=O)N,CHEBI_25676
O=C(N[C@@H](CC(O)=O)C(O)=O)[C@@H](NC(=O)CN)CCC(=O)N,CHEBI_25676
CC(O)(CC(O)=O)C(O)=O,CHEBI_77746
O=C(N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](N)CC=2C=3C(NC2)=CC=CC3,CHEBI_25676
CC(C)CCCC(C)CCCC(C)CCCC1(C)Oc2c(C)c(C)c(O)cc2C=C1,CHEBI_25212
Oc1ccc(cc1)C1COc2cc(O)ccc2C1=O,CHEBI_25212
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OC(=O)CCCCC2CCSS2)[C@@H](O)[C@H]1O,CHEBI_77746
O=C(N[C@@H](CC(O)=O)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(O)=O)CCC(O)=O,CHEBI_25676
CC(C)C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,CHEBI_25212
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CCO,CHEBI_77746
CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)\C=C\CCCCCCCCCCCCC,CHEBI_75771
CC(C)(Oc1ccc(Cl)cc1)C(O)=O,CHEBI_35610
O=C(N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC2=CC=C(O)C=C2)CC3=CC=C(O)C=C3,CHEBI_25676
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CCC(O)=O,CHEBI_16670
S(CC[C@H](NC(=O)[C@@H](N)CC(=O)N)C(=O)N[C@@H]([C@H](CC)C)C(O)=O)C,CHEBI_16670
OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)CO)[C@H](CC)C,CHEBI_16670
CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC,CHEBI_75771
C\C=C(/C)C(=O)OC[C@@]1(O)CCC[C@@H]2[C@@](C)(CCC3=CC(=O)OC3)[C@H](C)C[C@H](O)[C@@]12CO,CHEBI_76924
O=C(N1[C@@H](CCC1)C(=O)NCC(O)=O)[C@@H](N)CC=2NC=NC2,CHEBI_25676
O=C(N[C@@H](CCC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)CCC(=O)N,CHEBI_16670
OCc1cccc2ccccc12,CHEBI_75771
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(O)=O)C(O)=O,CHEBI_25212
[C@@H](COC(=O)*)(COP(OCC[N+](C)(C)C)(=O)[O-])OC(=O)*,CHEBI_75771
O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O,CHEBI_75771
C[NH2+]CCc1ccc(O)cc1,CHEBI_77746
Oc1ccc(cc1)\C=C/c1cc(O)cc2O[C@H]([C@@H](c12)c1cc(O)cc(O)c1)c1ccc(O)cc1,CHEBI_25212
O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCCN)CC(C)C,CHEBI_16670
[H][C@@]12[C@@H](O)OC[C@]1(O)[C@H](C[C@@H]2C(=C)C=O)OC(=O)\C=C\c1ccc(O)cc1,CHEBI_35610
Nc1nc(N[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)c(N)c(=O)[nH]1,CHEBI_75771
O=C(N[C@@H](CC=1NC=NC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(O)=O)[C@@H](N)CC(C)C,CHEBI_25676
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCSC)CO)C(O)=O)C,CHEBI_16670
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCC\C=C/CCCCCCCC,CHEBI_75771
Cc1ncc(CO)c(CO)c1O,CHEBI_77746
CCOC1OC(=Cc2cc3C=C(OC)C(=O)C(=O)c3c(O)c12)\C(C)=C\C(C)CC,CHEBI_25212
COc1cc(O)ccc1-c1cc2cc(CCCO)ccc2o1,CHEBI_76924
CC(C)C(=O)c1c(O)c2CC(Oc2c2c(cc(=O)oc12)-c1ccccc1)C(C)(C)O,CHEBI_35610
Oc1ccc(O)cc1,CHEBI_75771
COc1cc(ccc1O)[C@@H]1O[C@@H]([C@@H](C)[C@@H]1C)c1ccc(OC)c(OC)c1,CHEBI_25212
SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC=1C=2C(NC1)=CC=CC2)[C@H](O)C)C(O)=O,CHEBI_25676
CCCCC\C=C/C[C@H](OO)\C=C\C=C/C\C=C/CCCC(O)=O,CHEBI_75771
CCCCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO,CHEBI_75771
O=C(N[C@@H](CC(C)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)CCC(=O)N,CHEBI_25676
[H][C@@]12[C@H](CC(=C)C3=C([C@H](C)CC3=O)[C@H]1OC(=O)C2=C)OC(=O)C(\C)=C\C,CHEBI_35610
O[C@@H]1[C@@H](OC(=O)c2ccccc2)C=C[C@@](O)(COC(=O)c2ccccc2)[C@H]1O,CHEBI_35610
CCCCC[C@H](O)\C=C\[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C\C=C/CCCC(O)=O,CHEBI_75771
C[N+](C)(C)CC(=O)CC(O)=O,CHEBI_77746
[C@H]1(C2=C(C[C@@]3([C@@]1(C(OC3)=O)[H])[H])C=C4OCOC4=C2)C5=CC(=C(C(=C5)OC)O)OC,CHEBI_35610
O=C(N[C@@H](CCC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)C(C)C)CCCN=C(N)N,CHEBI_16670
C=1(C(C[C@@H](C(C1C)=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=2C(C[C@@H](CC2C)O)(C)C)\C)\C)/C)/C,CHEBI_76924
CCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)=O,CHEBI_77746
CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C/COP(O)(=O)OP(O)(O)=O,CHEBI_77746
S(CC[C@H](N)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CS)C(O)=O)C,CHEBI_16670
[H][C@]12CC[C@@]3([H])[C@]4([H])CC[C@H](C(C)=O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CCC(=O)C2,CHEBI_75771
NC(=N)NCCC[C@H](NC(=O)C1=C(NS(=O)(=O)C2=CC=CC3=NSN=C23)C=CS1)C(O)=O,CHEBI_35610
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,CHEBI_75771
[H][C@@]12CC(\C=C\C(N)=O)=CN1C(=O)C1=C(N[C@@H]2O)C(O)=C(C)C=C1,CHEBI_35610
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEBI_35610
[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCCC(C)C,CHEBI_77746
O=C(N[C@@H]([C@H](CC)C)C(O)=O)[C@@H](NC(=O)[C@@H](N)C(C)C)[C@H](CC)C,CHEBI_16670
Oc1ccc(cc1O)-c1oc2c(O)c(O)cc(O)c2c(=O)c1O,CHEBI_76924
[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)[C@@](C)(CO)[C@]3([H])CC[C@@]12C)C(O)=O,CHEBI_76924
C\C=C1\CN2[C@H]3Cc4c([nH]c5ccccc45)[C@@H]2C[C@@H]1[C@H]3C=O,CHEBI_76924
C[C@@H]1NC(=O)[C@H](Cc2c([nH]c3c4C=CC(C)(C)Oc4ccc23)C(C)(C)C=C)NC1=O,CHEBI_25212
C(/C=C/CC)(=O)[H],CHEBI_76924
C(C(OC(*)=O)COC(=O)*)OC(=O)*,CHEBI_77746
OC(=O)C(=O)CS,CHEBI_77746
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(C)C,CHEBI_16670
[H]C(=O)C(Cl)(Cl)Cl,CHEBI_75771
COc1c(OC)c2Sc3c(CCN(C)C)c(SC)c(OC)c(OC)c3Sc2c(CCN(C)C)c1SC,CHEBI_35610
COc1cc(CCCOC(=O)C(C)C)cc2cc(oc12)-c1ccc2OCOc2c1,CHEBI_76924
[H][C@@]12CC=C3C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC(=C)C(C)C)[C@@]1(C)CC[C@H](O)C2,CHEBI_75771
[C@](CO*)(O*)([H])COP(OCCN)(=O)O,CHEBI_77746
O=C(N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC=1NC=NC1)C(O)=O)[C@@H](N)CC(C)C,CHEBI_25676
Cc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CCC([O-])=O)c(CCC([O-])=O)c5C)c(C=C)c4C)c(C=C)c3C,CHEBI_77746
S(CC[C@H](NC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(O)=O)C,CHEBI_25676
O=C(N[C@@H](CC(O)=O)C(=O)NCC(O)=O)[C@@H](N)[C@H](CC)C,CHEBI_25676
OC(O)C(Cl)(Cl)Cl,CHEBI_75771
[H][C@@]12C[C@@H](C)CCC(=O)[C@@](C)(C[C@H](OC(=O)C(C)=C)[C@@]1([H])C(=C)C(=O)O2)OC(C)=O,CHEBI_35610
[C@@]12(CC[C@]3([C@](CCC([C@@H]3C)=O)([H])[C@@]1(CC[C@@]4([C@@]2(CC[C@@]5([C@]4(C[C@](C)(CO)CC5)[H])C)C)C)C)C)[H],CHEBI_76924
Cc1cc(O)cc(Oc2cc(C)cc(O)c2O)c1,CHEBI_35610
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CCC(O)=O,CHEBI_16670
CC(CNC(N)=O)C(O)=O,CHEBI_77746
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)CCCN=C(N)N)CC1=CC=CC=C1,CHEBI_25676
OC(=C)C(O)=O,CHEBI_77746
COc1cc(ccc1O)-c1cc(=O)c2c(O)c(OC)c(OC)cc2o1,CHEBI_35610
NCCC[C@H](N)C([O-])=O,CHEBI_77746
O=C(N[C@@H](CCCN=C(N)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=1NC=NC1)CCCN=C(N)N,CHEBI_25676
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4[C@H](O)[C@H]3c2cc1OC)C(=C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CHEBI_76924
CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)CNc2nc(N)[nH]c(=O)c12,CHEBI_77746
O=C(N[C@@H](CCCCN)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=1C=2C(NC1)=CC=CC2)C(C)C,CHEBI_25676
Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1,CHEBI_77746
CCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,CHEBI_76924
[H][C@@]12CC[C@H](O)[C@@]([H])(CC(=O)O[C@@H](C)CCC\C=C\1)O2,CHEBI_35610
C1=CC=C(C2=C1C(C=3C=C4[C@H]([C@](C[C@@H](C4=C(C3C2=O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N(C)C)(CC)O)C(=O)OC)=O)O,CHEBI_25212
OC\C=C\c1ccccc1,CHEBI_76924
O=C(N[C@@H](CCC(=O)N)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC(=O)N)CC1=CC=CC=C1,CHEBI_16670
O=C(N[C@@H](CC=1C=2C(NC1)=CC=CC2)C(O)=O)[C@@H](NC(=O)[C@@H](N)CC=3C=4C(NC3)=CC=CC4)CC(C)C,CHEBI_25676
[H][C@@]12C[C@H](O)[C@@]3([H])[C@]45CCCC(C)(C)[C@@]4([H])[C@H](O)[C@](O)(O[C@@H]5OC)[C@@]3([C@H](O)C1=C)[C@@H]2O,CHEBI_25212
CC(C)=CCc1c(O)cc2oc3C=C(O)C(=O)C(CC=C(C)C)(CC=C(C)C)c3c(=O)c2c1O,CHEBI_25212
NC(N)=O,CHEBI_75771
OC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O,CHEBI_77746
CCCCCCCCCCCCCCCCCC=C,CHEBI_76924
CCCCCC(=O)OCC(C)C,CHEBI_25212
O=C(N[C@H](C(=O)N[C@@H](CC(O)=O)C(O)=O)C)[C@@H](N)CC1=CC=C(O)C=C1,CHEBI_25676
[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@H](CC[C@@]21[H])C(C)=O,CHEBI_77746
Cc1ncc(CO)c(CO)c1O,CHEBI_75771
CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc12,CHEBI_35610
CCC(C)CC(C)\C=C(C)\C=C\C(=O)C1=C2C3=COC(=CC3=CC(=O)[C@@]2(C)OC1=O)[C@@H]1[C@@H](C)C[C@@H](O)CC1=O,CHEBI_35610
O=C(N1[C@@H](CCC1)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(O)=O)[C@@H](N)CCCN=C(N)N,CHEBI_25676
C=1C=CC=CC1CCOC(=O)C=2C=CC=CC2,CHEBI_76924
